"","tfs_alarm_time","tfs_arrival_time","area_of_origin","civilian_casualties","estimated_dollar_loss","extent_of_fire","fire_alarm_system_presence","ignition_source","smoke_alarm_at_fire_origin","sprinkler_system_operation"
"5838","2020-03-30T00:43:48","2020-03-30T00:48:31","49 - Other Storage Area",0,0,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","75 - Matches (open flame)","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"5839","2020-04-17T07:29:24","2020-04-17T07:34:53","29 - Electronic Equipment",0,1e+05,"3 - Spread to entire room of origin","1 -  Fire alarm system present","30 - Other Electrical Distribution Item","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"5840","2020-05-08T11:15:43","2020-05-08T11:19:19","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","52 - Florescent Lamp (includes ballast)","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"5841","2020-04-17T21:18:48","2020-04-17T21:23:02","21 - Living Area (e.g. living, TV, recreation, etc)",1,75000,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","77 - Matches or Lighters (unable to distinguish)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5842","2020-04-16T10:18:45","2020-04-16T10:22:28","53 - Chimney/Flue Pipe",0,500,"1 - Confined to object of origin","2 - No Fire alarm system","39 - Chimney - Masonry","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5843","2020-04-07T00:21:20","2020-04-07T00:27:08","25 - Washroom or Bathroom (toilet,restroom/locker room)",0,2000,"1 - Confined to object of origin","2 - No Fire alarm system","83 - Other Electrical","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5844","2020-04-19T14:38:13","2020-04-19T14:42:34","24 - Cooking Area or Kitchen",1,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5845","2021-10-18T20:18:45","2021-10-18T20:24:55","21 - Living Area (e.g. living, TV, recreation, etc)",0,10000,"1 - Confined to object of origin","1 -  Fire alarm system present","96 - Chemical Reaction (eg. spontaneous combustion, etc.)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5846","2020-06-12T18:54:28","2020-06-12T18:58:46","64 - Porch or Balcony",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"5847","2020-06-13T03:47:55","2020-06-13T03:53:43","68 - Concealed Wall Area",1,1e+05,"7 - Spread to other floors, confined to building","2 - No Fire alarm system","24 - Circuit Wiring - Copper","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5848","2020-06-13T03:59:19","2020-06-13T04:04:30","11 - Lobby, Entranceway",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","77 - Matches or Lighters (unable to distinguish)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5849","2020-06-13T09:47:30","2020-06-13T09:51:24","21 - Living Area (e.g. living, TV, recreation, etc)",0,50000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","28 - Cord, Cable for Appliance, Electrical Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5850","2020-05-08T08:02:23","2020-05-08T08:08:00","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,2500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","33 - Space Heater - Fixed","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5851","2020-05-08T11:38:06","2020-05-08T11:42:32","24 - Cooking Area or Kitchen",0,200,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"5852","2020-05-08T18:29:54","2020-05-08T18:36:17","64 - Porch or Balcony",0,175000,"9 - Confined to roof/exterior structure","1 -  Fire alarm system present","108 - Exposure, source other","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire"
"5853","2020-05-08T20:17:39","2020-05-08T20:21:54","64 - Porch or Balcony",0,500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire"
"5854","2020-05-08T21:48:40","2020-05-08T21:52:27","64 - Porch or Balcony",0,100,"1 - Confined to object of origin","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5855","2020-04-26T07:14:15","2020-04-26T07:17:18","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,150,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5856","2020-06-26T21:52:42","2020-06-26T21:58:17","24 - Cooking Area or Kitchen",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system"
"5857","2020-04-26T18:34:05","2020-04-26T18:38:05","13 - Stairway, Escalator",0,500,"9 - Confined to roof/exterior structure","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"5858","2020-08-27T07:30:27","2020-08-27T07:34:49","27 - Laundry Area",0,50000,"4 - Spread beyond room of origin, same floor","2 - No Fire alarm system","49 - Other Appliances","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5859","2020-05-09T19:01:13","2020-05-09T19:04:33","24 - Cooking Area or Kitchen",0,1000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present"
"5860","2020-08-18T06:39:17","2020-08-18T06:45:22","68 - Concealed Wall Area",0,70000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","24 - Circuit Wiring - Copper","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5861","2020-05-10T16:49:18","2020-05-10T16:54:36","24 - Cooking Area or Kitchen",0,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system"
"5862","2020-05-11T01:24:03","2020-05-11T01:28:20","24 - Cooking Area or Kitchen",0,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5863","2020-08-23T19:01:29","2020-08-23T19:05:20","24 - Cooking Area or Kitchen",0,10000,"1 - Confined to object of origin","1 -  Fire alarm system present","76 - Lighters (open flame)","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5864","2021-08-06T22:45:44","2021-08-06T22:50:01","24 - Cooking Area or Kitchen",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"5865","2020-05-14T13:29:33","2020-05-14T13:32:51","24 - Cooking Area or Kitchen",0,8000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"5866","2020-05-14T22:12:54","2020-05-14T22:16:54","21 - Living Area (e.g. living, TV, recreation, etc)",0,35000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5867","2020-05-15T02:12:18","2020-05-15T02:18:03","64 - Porch or Balcony",0,40000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5868","2020-05-12T19:04:48","2020-05-12T19:11:47","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,90000,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","28 - Cord, Cable for Appliance, Electrical Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5869","2020-08-25T16:56:48","2020-08-25T17:03:18","24 - Cooking Area or Kitchen",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"5870","2020-08-26T17:48:48","2020-08-26T17:52:15","24 - Cooking Area or Kitchen",1,40000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5871","2020-05-21T16:29:20","2020-05-21T16:36:46","24 - Cooking Area or Kitchen",0,5000,"1 - Confined to object of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5872","2020-08-25T18:09:35","2020-08-25T18:15:21","24 - Cooking Area or Kitchen",0,4000,"1 - Confined to object of origin","1 -  Fire alarm system present","13 - Microwave","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5873","2020-08-25T23:57:19","2020-08-26T00:02:49","41 - Closet (eg. clothes, broom, linen closet, etc.)",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","96 - Chemical Reaction (eg. spontaneous combustion, etc.)","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"5874","2020-06-18T00:22:13","2020-06-18T00:27:27","25 - Washroom or Bathroom (toilet,restroom/locker room)",0,8500,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","26 - Terminations-Copper (incl receptacles, switches, lights)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5875","2020-05-21T21:05:18","2020-05-21T21:09:07","55 - Mechanical/Electrical Services Room",0,2e+05,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","62 - Heat Treatment Equipment (eg. furnace, oven, kiln, quench tanks,","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"5876","2020-05-21T21:47:44","2020-05-21T21:52:17","62 - Roof",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5877","2020-05-21T23:39:20","2020-05-21T23:46:02","24 - Cooking Area or Kitchen",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","16 - Deep Fat Fryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system"
"5878","2020-05-22T00:24:46","2020-05-22T00:28:11","24 - Cooking Area or Kitchen",0,30000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"5879","2020-09-02T13:13:55","2020-09-02T13:18:27","24 - Cooking Area or Kitchen",0,5000,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5880","2020-04-30T12:34:03","2020-04-30T12:38:31","24 - Cooking Area or Kitchen",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5881","2020-04-29T18:18:16","2020-04-29T18:22:17","62 - Roof",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","93 - Hot Ashes, Embers, Spark","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire"
"5882","2020-06-28T11:17:02","2020-06-28T11:22:47","24 - Cooking Area or Kitchen",0,30000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
