"","tfs_alarm_time","tfs_arrival_time","area_of_origin","civilian_casualties","estimated_dollar_loss","extent_of_fire","fire_alarm_system_presence","ignition_source","smoke_alarm_at_fire_origin","sprinkler_system_operation","time_diff"
"5335",2017-11-01 18:54:17,2017-11-01 18:59:04,"83 - Electrical Systems",0,9500,"1 - Confined to object of origin","1 -  Fire alarm system present","81 - Vehicle - Electrical","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",4.78333333333333
"5336",2017-11-02 12:35:13,2017-11-02 12:40:41,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",2,80000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.46666666666667
"5337",2017-11-03 16:08:13,2017-11-03 16:12:53,"31 - Process Manufacturing (inc manf, prod assembly, repair)",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","69 - Other Processing Equipment","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",4.66666666666667
"5338",2017-11-04 16:40:46,2017-11-04 16:44:23,"24 - Cooking Area or Kitchen",0,100,"1 - Confined to object of origin","1 -  Fire alarm system present","16 - Deep Fat Fryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","5 - Did not activate: reason unknown",3.61666666666667
"5339",2016-05-03 09:21:39,2016-05-03 09:25:37,"28 - Office",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","29 - Extension Cord, Temporary Wiring","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",3.96666666666667
"5340",2015-12-09 19:31:29,2015-12-09 19:37:03,"24 - Cooking Area or Kitchen",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.56666666666667
"5341",2012-12-07 20:58:15,2012-12-07 21:02:50,"55 - Mechanical/Electrical Services Room",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","23 - Distribution Equipment (includes panel boards, fuses, circuit br","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",4.58333333333333
"5342",2017-11-04 18:19:49,2017-11-04 18:24:16,"24 - Cooking Area or Kitchen",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",4.45
"5343",2017-11-05 12:05:40,2017-11-05 12:08:22,"24 - Cooking Area or Kitchen",0,80000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","49 - Other Appliances","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",2.7
"5344",2017-11-09 17:20:51,2017-11-09 17:26:54,"64 - Porch or Balcony",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",6.05
"5345",2017-11-21 16:03:52,2017-11-21 16:10:15,"24 - Cooking Area or Kitchen",0,25000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.38333333333333
"5346",2014-01-09 11:25:51,2014-01-09 11:33:46,"44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","3 - Did not activate: fire too small to trigger system",7.91666666666667
"5347",2015-12-13 20:00:46,2015-12-13 20:07:21,"24 - Cooking Area or Kitchen",0,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",6.58333333333333
"5348",2012-12-16 18:09:56,2012-12-16 18:15:09,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,100,"1 - Confined to object of origin","1 -  Fire alarm system present","51 - Incandescent Lamp - Light Bulb, Spotlight","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",5.21666666666667
"5349",2017-11-22 19:06:17,2017-11-22 19:09:39,"21 - Living Area (e.g. living, TV, recreation, etc)",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","40 - Flue Pipe","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire",3.36666666666667
"5350",2017-11-22 20:21:58,2017-11-22 20:26:40,"25 - Washroom or Bathroom (toilet,restroom/locker room)",0,1000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","83 - Other Electrical","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.7
"5351",2017-11-09 16:20:25,2017-11-09 16:27:49,"24 - Cooking Area or Kitchen",0,5000,"1 - Confined to object of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",7.4
"5352",2017-11-10 11:26:47,2017-11-10 11:30:09,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",2,20000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",3.36666666666667
"5353",2017-11-11 15:42:33,2017-11-11 15:47:23,"27 - Laundry Area",0,10000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.83333333333333
"5354",2017-11-12 05:09:22,2017-11-12 05:15:20,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,5000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","34 - Space Heater - Portable","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",5.96666666666667
"5355",2017-11-17 12:52:23,2017-11-17 12:56:36,"24 - Cooking Area or Kitchen",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.21666666666667
"5356",2017-11-18 07:31:09,2017-11-18 07:34:55,"42 - Garage",0,50000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","82 - Vehicle - Mechanical","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",3.76666666666667
"5357",2017-11-20 00:13:08,2017-11-20 00:18:43,"25 - Washroom or Bathroom (toilet,restroom/locker room)",0,25000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","24 - Circuit Wiring - Copper","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",5.58333333333333
"5358",2017-11-20 21:07:45,2017-11-20 21:11:34,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,4e+05,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","30 - Other Electrical Distribution Item","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",3.81666666666667
"5359",2017-11-21 00:25:02,2017-11-21 00:30:17,"24 - Cooking Area or Kitchen",0,20000,"1 - Confined to object of origin","1 -  Fire alarm system present","15 - Range Hood","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",5.25
"5360",2017-11-21 20:20:09,2017-11-21 20:25:29,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,3000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","28 - Cord, Cable for Appliance, Electrical Articles","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",5.33333333333333
"5361",2017-11-23 16:42:04,2017-11-23 16:46:55,"24 - Cooking Area or Kitchen",0,3e+05,"6 - Multi unit bldg: spread to separate suite(s)","2 - No Fire alarm system","11 - Stove, Range-top burner","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present",4.85
"5362",2017-11-26 01:05:57,2017-11-26 01:11:00,"64 - Porch or Balcony",0,5000,"9 - Confined to roof/exterior structure","2 - No Fire alarm system","53 - Christmas Lights, Decorative Lighting","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",5.05
"5363",2017-11-26 16:21:36,2017-11-26 16:25:42,"24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",4.1
"5364",2017-01-01 13:10:31,2017-01-01 13:15:31,"11 - Lobby, Entranceway",0,2500,"1 - Confined to object of origin","1 -  Fire alarm system present","83 - Other Electrical","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",5
"5365",2013-01-01 11:09:44,2013-01-01 11:12:50,"24 - Cooking Area or Kitchen",0,50,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",3.1
"5366",2016-05-08 03:00:48,2016-05-08 03:04:53,"54 - Incinerator Room",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","93 - Hot Ashes, Embers, Spark","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",4.08333333333333
"5367",2014-11-19 06:51:35,2014-11-19 06:56:39,"31 - Process Manufacturing (inc manf, prod assembly, repair)",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","62 - Heat Treatment Equipment (eg. furnace, oven, kiln, quench tanks,","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",5.06666666666667
"5368",2015-12-17 16:47:43,2015-12-17 16:53:43,"24 - Cooking Area or Kitchen",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire",6
"5369",2013-01-06 23:00:02,2013-01-06 23:07:27,"42 - Garage",0,8000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","24 - Circuit Wiring - Copper","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",7.41666666666667
"5370",2014-01-26 10:27:16,2014-01-26 10:31:09,"23 - Dining or Beverage Area (inc mess, canteen, lunchroom, cafeteria",0,25000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","3 - Floor/suite of fire origin: Smoke alarm present did not operate","1 - Sprinkler system activated",3.88333333333333
"5371",2014-11-25 01:45:08,2014-11-25 01:49:30,"64 - Porch or Balcony",0,500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",4.36666666666667
"5372",2014-01-30 16:38:44,2014-01-30 16:43:42,"31 - Process Manufacturing (inc manf, prod assembly, repair)",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","41 - Other Heating Equipment","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire",4.96666666666667
"5373",2014-02-02 22:04:11,2014-02-02 22:10:04,"24 - Cooking Area or Kitchen",1,500,"7 - Spread to other floors, confined to building","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.88333333333333
"5374",2017-04-03 00:23:48,2017-04-03 00:27:21,"27 - Laundry Area",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",3.55
"5375",2014-02-07 14:37:37,2014-02-07 14:41:50,"55 - Mechanical/Electrical Services Room",0,25000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","20 - Service/Utility Lines (includes power/hydro transmission lines)","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",4.21666666666667
"5376",2017-12-14 14:54:39,2017-12-14 15:00:06,"24 - Cooking Area or Kitchen",1,65000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","12 - Oven","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",5.45
"5377",2017-11-26 17:58:34,2017-11-26 18:02:13,"53 - Chimney/Flue Pipe",0,1000,"1 - Confined to object of origin","2 - No Fire alarm system","40 - Flue Pipe","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",3.65
"5378",2017-11-29 02:03:47,2017-11-29 02:09:46,"49 - Other Storage Area",1,50000,"3 - Spread to entire room of origin","2 - No Fire alarm system","24 - Circuit Wiring - Copper","2 - Floor/suite of fire origin: Smoke alarm present and operated","5 - Did not activate: reason unknown",5.98333333333333
"5379",2017-11-29 13:03:31,2017-11-29 13:09:42,"25 - Washroom or Bathroom (toilet,restroom/locker room)",0,5000,"1 - Confined to object of origin","1 -  Fire alarm system present","30 - Other Electrical Distribution Item","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.18333333333333
